% MoM Surface Current Results - Generated: 2025-06-01 15:59:53
% Distance(m)	Magnitude(A/m)	Real(A/m)	Imag(A/m)	Phase(deg)
318.494232	1.296567e-03	1.328312e-04	1.289745e-03	84.120
318.571499	1.291958e-03	1.276861e-03	-1.969282e-04	-8.768
318.648765	1.290176e-03	-2.635459e-04	-1.262972e-03	-101.787
318.726032	1.285316e-03	-1.243329e-03	3.258380e-04	165.315
318.803299	1.283875e-03	3.901278e-04	1.223166e-03	72.310
318.880566	1.278816e-03	1.197031e-03	-4.499876e-04	-20.602
318.957833	1.277655e-03	-5.113025e-04	-1.170885e-03	-113.590
319.035100	1.272461e-03	-1.138586e-03	5.681363e-04	153.482
319.112367	1.271510e-03	6.258655e-04	1.106810e-03	60.513
319.189634	1.266251e-03	1.068732e-03	-6.791191e-04	-32.434
319.266901	1.265434e-03	-7.326937e-04	-1.031738e-03	-125.381
319.344168	1.260184e-03	-9.883128e-04	7.818579e-04	141.652
319.421435	1.259425e-03	8.307560e-04	9.465710e-04	48.728
319.498702	1.254255e-03	8.982650e-04	-8.753713e-04	-44.260
319.575968	1.253493e-03	-9.191242e-04	-8.523239e-04	-137.160
319.653235	1.248434e-03	-7.995819e-04	9.587787e-04	129.827
319.730502	1.247700e-03	9.969957e-04	7.501702e-04	36.959
319.807769	1.242501e-03	6.930992e-04	-1.031224e-03	-56.094
319.885036	1.243382e-03	-1.064280e-03	-6.428906e-04	-148.865
319.962303	1.231035e-03	-5.666867e-04	1.092846e-03	117.409
320.039570	1.190004e-03	1.103787e-03	4.447065e-04	21.944
320.116837	1.145178e-03	3.114558e-04	-1.102011e-03	-74.218
320.194104	1.116370e-03	-1.097336e-03	-2.052692e-04	-169.405
320.271371	1.093823e-03	-1.029018e-04	1.088972e-03	95.398
320.348638	1.073821e-03	1.073760e-03	1.142608e-05	0.610
320.425905	1.057641e-03	-8.019492e-05	-1.054597e-03	-94.349
320.503171	1.040839e-03	-1.028079e-03	1.624794e-04	171.019
320.580438	1.028241e-03	2.451855e-04	9.985806e-04	76.205
320.657705	1.013171e-03	9.616640e-04	-3.189315e-04	-18.348
320.734972	1.002979e-03	-3.927161e-04	-9.228984e-04	-113.051
320.812239	9.890679e-04	-8.768011e-04	4.576847e-04	152.436
320.889506	9.805764e-04	5.220966e-04	8.300273e-04	57.830
320.966773	9.675981e-04	7.761132e-04	-5.778359e-04	-36.669
321.044040	9.602931e-04	-6.323542e-04	-7.226970e-04	-131.186
321.121307	9.481875e-04	-6.624212e-04	6.784229e-04	134.316
321.198574	9.416573e-04	7.225995e-04	6.037950e-04	39.882
321.275841	9.304469e-04	5.386699e-04	-7.586608e-04	-54.624
321.353108	9.243492e-04	-7.921849e-04	-4.763029e-04	-148.984
321.430374	9.140918e-04	-4.078688e-04	8.180506e-04	116.500
321.507641	9.081436e-04	8.407804e-04	3.432391e-04	22.207
321.584908	8.989015e-04	2.730363e-04	-8.564316e-04	-72.317
321.662175	8.928780e-04	-8.684076e-04	-2.076041e-04	-166.555
321.739442	8.846971e-04	-1.371451e-04	8.740024e-04	98.918
321.816709	8.784335e-04	8.754509e-04	7.232698e-05	4.723
321.893976	8.713288e-04	3.070763e-06	-8.713234e-04	-89.798
321.971243	8.647216e-04	-8.626524e-04	5.978503e-05	176.036
322.048510	8.586683e-04	1.264583e-04	8.493053e-04	81.531
322.125777	8.516752e-04	8.310953e-04	-1.860946e-04	-12.621
322.203044	8.466051e-04	-2.489061e-04	-8.091884e-04	-107.098
322.280311	8.392418e-04	-7.821782e-04	3.041776e-04	158.750
322.357577	8.350439e-04	3.619706e-04	7.525128e-04	64.312
322.434844	8.273784e-04	7.175827e-04	-4.118617e-04	-29.854
322.512111	8.239033e-04	-4.636189e-04	-6.810831e-04	-124.243
322.589378	8.160474e-04	-6.392349e-04	5.072593e-04	141.567
322.666645	8.131154e-04	5.521178e-04	5.969277e-04	47.233
322.743912	8.052131e-04	5.492628e-04	-5.887942e-04	-46.989
322.821179	8.026250e-04	-6.260570e-04	-5.022544e-04	-141.262
322.898446	7.948403e-04	-4.499501e-04	6.552221e-04	124.478
322.975713	7.923888e-04	6.843660e-04	3.994034e-04	30.268
323.052980	7.848921e-04	3.436888e-04	-7.056441e-04	-64.031
323.130247	7.823753e-04	-7.263243e-04	-2.907991e-04	-158.180
323.207514	7.753293e-04	-2.329297e-04	7.395129e-04	107.483
323.284780	7.725632e-04	7.515641e-04	1.789001e-04	13.389
323.362047	7.661107e-04	1.201336e-04	-7.566330e-04	-80.978
323.439314	7.629404e-04	-7.600671e-04	-6.615187e-05	-175.026
323.516581	7.571929e-04	-7.723623e-06	7.571535e-04	90.584
323.593848	7.535026e-04	7.521540e-04	-4.506121e-05	-3.428
323.671115	7.485318e-04	-1.019612e-04	-7.415550e-04	-97.829
323.748382	7.442511e-04	-7.284680e-04	1.524601e-04	168.179
323.825649	7.400832e-04	2.067088e-04	7.106297e-04	73.781
323.902916	7.351915e-04	6.899529e-04	-2.539125e-04	-20.204
323.980183	7.318045e-04	-3.044739e-04	-6.654574e-04	-114.586
324.057450	7.263313e-04	-6.378254e-04	3.474708e-04	151.420
324.134717	7.236564e-04	3.934132e-04	6.073752e-04	57.068
324.211983	7.176782e-04	5.735432e-04	-4.314049e-04	-36.950
324.289250	7.156038e-04	-4.719163e-04	-5.379440e-04	-131.259
324.366517	7.092385e-04	-4.987699e-04	5.042299e-04	134.688
324.443784	7.076173e-04	5.386304e-04	4.589112e-04	40.431
324.521051	7.010152e-04	4.153353e-04	-5.647291e-04	-53.667
324.598318	6.996742e-04	-5.924803e-04	-3.721707e-04	-147.865
324.675585	6.930076e-04	-3.251952e-04	6.119702e-04	117.986
324.752852	6.917591e-04	6.326821e-04	2.797212e-04	23.851
324.830119	6.852097e-04	2.303890e-04	-6.453163e-04	-70.353
324.907386	6.838641e-04	-6.587506e-04	-1.836238e-04	-164.424
324.984653	6.776105e-04	-1.329965e-04	6.644305e-04	101.319
325.061920	6.759887e-04	6.705011e-04	8.595906e-05	7.306
325.139186	6.701941e-04	3.509561e-05	-6.692745e-04	-86.998
325.216453	6.681394e-04	-6.680453e-04	1.121499e-05	179.038
325.293720	6.629399e-04	6.127904e-05	6.601017e-04	84.696
325.370987	6.603286e-04	6.517809e-04	-1.059033e-04	-9.229
325.448254	6.558241e-04	-1.541756e-04	-6.374442e-04	-103.597
325.525521	6.525735e-04	-6.223769e-04	1.962121e-04	162.502
325.602788	6.488205e-04	2.417621e-04	6.020956e-04	68.123
325.680055	6.448945e-04	5.807527e-04	-2.803841e-04	-25.771
325.757322	6.419021e-04	-3.223597e-04	-5.550879e-04	-120.145
325.834589	6.373139e-04	-5.280540e-04	3.568304e-04	145.951
325.911856	6.350429e-04	3.944727e-04	4.976653e-04	51.598
325.989123	6.298537e-04	4.656239e-04	-4.241581e-04	-42.332
326.066389	6.282189e-04	-4.568142e-04	-4.312537e-04	-136.649
326.143656	6.225347e-04	-3.949715e-04	4.811933e-04	129.380
326.220923	6.214102e-04	5.083262e-04	3.574283e-04	35.113
326.298190	6.153741e-04	3.177372e-04	-5.269993e-04	-58.913
326.375457	6.146016e-04	-5.481962e-04	-2.778778e-04	-153.120
326.452724	6.083850e-04	-2.356573e-04	5.608902e-04	112.790
326.529991	6.077840e-04	5.758667e-04	1.943679e-04	18.651
326.607258	6.015751e-04	1.505266e-04	-5.824382e-04	-75.509
326.684525	6.009547e-04	-5.910414e-04	-1.087047e-04	-169.579
326.761792	5.949462e-04	-6.416100e-05	5.914765e-04	96.191
326.839059	5.941180e-04	5.936843e-04	2.269669e-05	2.189
326.916326	5.884944e-04	-2.163931e-05	-5.880964e-04	-92.107
326.993592	5.872843e-04	-5.840150e-04	6.188106e-05	173.952
327.070859	5.822096e-04	1.051255e-04	5.726401e-04	79.597
327.148126	5.804704e-04	5.624986e-04	-1.433221e-04	-14.295
327.225393	5.760771e-04	-1.846343e-04	-5.456877e-04	-108.693
327.302660	5.736980e-04	-5.298303e-04	2.200210e-04	157.449
327.379927	5.700781e-04	2.586192e-04	5.080405e-04	63.022
327.457194	5.669928e-04	4.869171e-04	-2.905041e-04	-30.821
327.534461	5.641911e-04	-3.256792e-04	-4.607002e-04	-125.257
327.611728	5.603830e-04	-4.348546e-04	3.534552e-04	140.895
327.688995	5.583935e-04	3.845835e-04	4.048442e-04	46.470
327.766262	5.538974e-04	3.749009e-04	-4.077397e-04	-47.403
327.843529	5.526629e-04	-4.342928e-04	-3.417982e-04	-141.796
327.920795	5.475643e-04	-3.084481e-04	4.524228e-04	124.285
327.998062	5.469790e-04	4.739761e-04	2.730068e-04	29.942
328.075329	5.414095e-04	2.369914e-04	-4.867846e-04	-64.041
328.152596	5.413248e-04	-5.030228e-04	-2.000015e-04	-158.317
328.229863	5.354548e-04	-1.620969e-04	5.103298e-04	107.621
328.307130	5.356875e-04	5.210505e-04	1.243684e-04	13.425
328.384397	5.297174e-04	8.536857e-05	-5.227932e-04	-80.726
328.461664	5.300600e-04	-5.279080e-04	-4.771532e-05	-174.835
328.538931	5.242081e-04	-8.415437e-06	5.241405e-04	90.920
328.616198	5.244409e-04	5.236735e-04	-2.836105e-05	-3.100
328.693465	5.189317e-04	-6.718109e-05	-5.145647e-04	-97.438
328.770732	5.188347e-04	-5.086480e-04	1.023068e-04	168.628
328.847998	5.138866e-04	1.398985e-04	4.944773e-04	74.203
328.925265	5.132518e-04	4.833450e-04	-1.726412e-04	-19.656
329.002532	5.090654e-04	-2.083030e-04	-4.644970e-04	-114.154
329.079799	5.077070e-04	-4.484751e-04	2.379842e-04	152.047
329.157066	5.044564e-04	2.710770e-04	4.254334e-04	57.496
329.234333	5.022181e-04	4.049264e-04	-2.970818e-04	-36.266
329.311600	5.000461e-04	-3.270446e-04	-3.782697e-04	-130.846
329.388867	4.968018e-04	-3.537401e-04	3.488266e-04	135.401
329.466134	4.958251e-04	3.751964e-04	3.241454e-04	40.825
329.543401	4.914644e-04	2.960763e-04	-3.922704e-04	-52.955
329.620668	4.918054e-04	-4.147195e-04	-2.643489e-04	-147.486
329.697935	4.861663e-04	-2.331501e-04	4.266130e-04	118.657
329.775201	4.880981e-04	4.450722e-04	2.003759e-04	24.238
329.852468	4.806631e-04	1.660928e-04	-4.510545e-04	-69.785
329.929735	4.862077e-04	-4.673967e-04	-1.339340e-04	-164.010
330.007002	4.567829e-04	-6.597648e-05	4.519931e-04	98.305
330.084269	4.200813e-04	4.192635e-04	-2.619920e-05	-3.576
330.161536	3.914957e-04	-9.314817e-05	-3.802529e-04	-103.764
330.238803	3.780020e-04	-3.489865e-04	1.452375e-04	157.404
330.316070	3.608591e-04	1.917867e-04	3.056749e-04	57.895
330.393337	3.512231e-04	2.685656e-04	-2.263409e-04	-40.123
330.470604	3.399892e-04	-2.584019e-04	-2.209550e-04	-139.467
330.547871	3.310051e-04	-1.799273e-04	2.778318e-04	122.928
330.625138	3.242852e-04	2.967507e-04	1.307668e-04	23.781
330.702404	3.149853e-04	8.849066e-05	-3.022997e-04	-73.684
330.779671	3.117707e-04	-3.091061e-04	-4.067454e-05	-172.504
330.856938	3.021188e-04	2.407523e-07	3.021187e-04	89.954
330.934205	3.013188e-04	2.980807e-04	-4.405583e-05	-8.407
331.011472	2.917961e-04	-8.129277e-05	-2.802436e-04	-106.176
331.088739	2.922262e-04	-2.669635e-04	1.188558e-04	156.001
331.166006	2.835535e-04	1.505127e-04	2.403092e-04	57.940
331.243273	2.840595e-04	2.196844e-04	-1.800792e-04	-39.342
331.320540	2.769620e-04	-2.047467e-04	-1.865120e-04	-137.668
331.397807	2.765749e-04	-1.606434e-04	2.251386e-04	125.509
331.475074	2.715939e-04	2.419392e-04	1.234046e-04	27.025
331.552341	2.696622e-04	9.448274e-05	-2.525682e-04	-69.490
331.629607	2.670284e-04	-2.611639e-04	-5.565581e-05	-167.970
331.706874	2.632943e-04	-2.584296e-05	2.620229e-04	95.633
331.784141	2.628749e-04	2.625920e-04	-1.219275e-05	-2.658
331.861408	2.574808e-04	-4.087627e-05	-2.542154e-04	-99.135
331.938675	2.588002e-04	-2.474030e-04	7.595591e-05	162.933
332.015942	2.522278e-04	1.017317e-04	2.308019e-04	66.213
332.093209	2.545498e-04	2.176479e-04	-1.320037e-04	-31.237
332.170476	2.475071e-04	-1.534171e-04	-1.942240e-04	-128.305
332.247743	2.499603e-04	-1.760743e-04	1.774204e-04	134.782
332.325010	2.432383e-04	1.933991e-04	1.475185e-04	37.335
332.402277	2.449600e-04	1.259243e-04	-2.101154e-04	-59.065
332.479544	2.392862e-04	-2.200043e-04	-9.410631e-05	-156.841
332.556810	2.395604e-04	-7.071955e-05	2.288841e-04	107.170
332.634077	2.354714e-04	2.324541e-04	3.757490e-05	9.182
332.711344	2.338381e-04	1.404350e-05	-2.334160e-04	-86.557
332.788611	2.315915e-04	-2.308485e-04	1.853612e-05	175.409
332.865878	2.279114e-04	4.066553e-05	2.242542e-04	79.722
332.943145	2.274472e-04	2.161036e-04	-7.093275e-05	-18.172
333.020412	2.219133e-04	-9.030069e-05	-2.027098e-04	-114.011
333.097679	2.228671e-04	-1.898466e-04	1.167391e-04	148.412
333.174946	2.159638e-04	1.322432e-04	1.707398e-04	52.241
333.252213	2.177294e-04	1.542790e-04	-1.536362e-04	-44.880
333.329480	2.101470e-04	-1.644822e-04	-1.307952e-04	-141.509
333.406747	2.119752e-04	-1.120148e-04	1.799615e-04	121.900
333.484013	2.044951e-04	1.856936e-04	8.565118e-05	24.762
333.561280	2.056146e-04	6.590595e-05	-1.947660e-04	-71.305
333.638547	1.989828e-04	-1.952760e-04	-3.822888e-05	-168.923
333.715814	1.987248e-04	-1.886380e-05	1.978275e-04	95.447
333.793081	1.935332e-04	1.933429e-04	-8.581414e-06	-2.541
333.870348	1.914396e-04	-2.631210e-05	-1.896227e-04	-97.900
333.947615	1.880338e-04	-1.806761e-04	5.208514e-05	163.919
334.024882	1.839332e-04	6.708976e-05	1.712612e-04	68.608
334.102149	1.823588e-04	1.586430e-04	-8.992843e-05	-29.547
334.179416	1.763988e-04	-1.013365e-04	-1.443865e-04	-125.063
334.256683	1.763940e-04	-1.290852e-04	1.202158e-04	137.038
334.333950	1.690233e-04	1.274211e-04	1.110529e-04	41.074
334.411216	1.700601e-04	9.418606e-05	-1.415959e-04	-56.369
334.488483	1.619629e-04	-1.442818e-04	-7.358494e-05	-152.978
334.565750	1.633309e-04	-5.632602e-05	1.533114e-04	110.173
334.643017	1.553220e-04	1.514583e-04	3.442848e-05	12.806
334.720284	1.562451e-04	1.793336e-05	-1.552126e-04	-83.409
334.797551	1.491411e-04	-1.490875e-04	3.997279e-06	178.464
334.874818	1.489097e-04	1.865965e-05	1.477359e-04	82.801
334.952085	1.433960e-04	1.378657e-04	-3.943916e-05	-15.964
335.029352	1.414955e-04	-5.134826e-05	-1.318497e-04	-111.278
335.106619	1.380105e-04	-1.189801e-04	6.993304e-05	149.554
335.183886	1.342247e-04	7.836715e-05	1.089718e-04	54.278
335.261153	1.328791e-04	9.401498e-05	-9.390444e-05	-44.966
335.338419	1.273478e-04	-9.837757e-05	-8.086600e-05	-140.580
335.415686	1.278969e-04	-6.484069e-05	1.102420e-04	120.463
335.492953	1.211133e-04	1.105257e-04	4.952261e-05	24.135
335.570220	1.229887e-04	3.348994e-05	-1.183412e-04	-74.199
335.647487	1.157308e-04	-1.144706e-04	-1.703220e-05	-171.537
335.724754	1.181340e-04	-2.031143e-06	1.181165e-04	90.985
335.802021	1.113346e-04	1.103809e-04	-1.454125e-05	-7.505
335.879288	1.133827e-04	-2.755488e-05	-1.099835e-04	-104.065
335.956555	1.079575e-04	-9.890237e-05	4.327990e-05	156.366
336.033822	1.088597e-04	5.348774e-05	9.481293e-05	60.571
336.111089	1.055264e-04	8.109953e-05	-6.751800e-05	-39.778
336.188356	1.047541e-04	-7.428386e-05	-7.386027e-05	-135.164
336.265622	1.038818e-04	-5.837517e-05	8.592891e-05	124.190
336.342889	1.012938e-04	8.883158e-05	4.867632e-05	28.721
336.420156	1.028185e-04	3.237374e-05	-9.758881e-05	-71.647
336.497423	9.870251e-05	-9.644171e-05	-2.100433e-05	-167.713
336.574690	1.021311e-04	-4.874768e-06	1.020147e-04	92.736
336.651957	9.714839e-05	9.687148e-05	-7.329752e-06	-4.327
336.729224	1.016553e-04	-2.231735e-05	-9.917528e-05	-102.682
336.806491	9.669617e-05	-9.032171e-05	3.452735e-05	159.080
336.883758	1.012932e-04	4.748065e-05	8.947565e-05	62.047
336.961025	9.728210e-05	7.740841e-05	-5.892152e-05	-37.278
337.038292	1.010219e-04	-6.907402e-05	-7.371706e-05	-133.138
337.115559	9.872258e-05	-5.911136e-05	7.906956e-05	126.781
337.192825	1.008865e-04	8.582137e-05	5.303563e-05	31.715
337.270092	1.007525e-04	3.670362e-05	-9.382917e-05	-68.636
337.347359	1.009787e-04	-9.677740e-05	-2.882400e-05	-163.414
337.424626	1.030768e-04	-1.166656e-05	1.024145e-04	96.499
337.501893	1.014062e-04	1.013718e-04	2.641027e-06	1.492
337.579160	1.054181e-04	-1.440404e-05	-1.044294e-04	-97.853
337.656427	1.022588e-04	-9.943027e-05	2.388468e-05	166.493
337.733694	1.075506e-04	3.989520e-05	9.987744e-05	68.226
337.810961	1.035769e-04	9.117162e-05	-4.915190e-05	-28.330
337.888228	1.093192e-04	-6.327159e-05	-8.914814e-05	-125.365
337.965495	1.053330e-04	-7.718273e-05	7.167884e-05	137.117
338.042762	1.106451e-04	8.316260e-05	7.298162e-05	41.269
338.120028	1.074278e-04	5.837270e-05	-9.018514e-05	-57.087
338.197295	1.115219e-04	-9.843707e-05	-5.241442e-05	-151.966
338.274562	1.097033e-04	-3.591013e-05	1.036594e-04	109.107
338.351829	1.120037e-04	1.082616e-04	2.870996e-05	14.852
338.429096	1.119655e-04	1.114755e-05	-1.114092e-04	-84.286
338.506363	1.121879e-04	-1.121400e-04	-3.278475e-06	-178.325
338.583630	1.140116e-04	1.446239e-05	1.130906e-04	82.712
338.660897	1.121924e-04	1.099317e-04	-2.240895e-05	-11.522
338.738164	1.156548e-04	-3.945367e-05	-1.087172e-04	-109.946
338.815431	1.121322e-04	-1.018497e-04	4.690687e-05	155.272
338.892698	1.167442e-04	6.243176e-05	9.864825e-05	57.671
338.969965	1.120954e-04	8.843779e-05	-6.887777e-05	-37.912
339.047231	1.171779e-04	-8.215157e-05	-8.355701e-05	-134.514
339.124498	1.121260e-04	-7.052952e-05	8.716547e-05	128.978
339.201765	1.169095e-04	9.758439e-05	6.438252e-05	33.415
339.279032	1.122131e-04	4.919224e-05	-1.008559e-04	-63.999
339.356299	1.159487e-04	-1.079702e-04	-4.226749e-05	-158.621
339.433566	1.122931e-04	-2.565908e-05	1.093223e-04	103.209
339.510833	1.143567e-04	1.128525e-04	1.848648e-05	9.303
339.588100	1.122602e-04	1.253916e-06	-1.122532e-04	-89.360
339.665367	1.122344e-04	-1.120930e-04	5.631566e-06	177.124
339.742634	1.119886e-04	2.268573e-05	1.096668e-04	78.313
339.819901	1.096943e-04	1.058508e-04	-2.878267e-05	-15.212
339.897168	1.114417e-04	-4.485741e-05	-1.020150e-04	-113.736
339.974434	1.063748e-04	-9.385071e-05	5.007642e-05	151.917
340.051701	1.077870e-04	6.532208e-05	8.573832e-05	52.697
340.128968	9.981978e-05	7.234084e-05	-6.878074e-05	-43.555
340.206235	1.027411e-04	-8.046395e-05	-6.388496e-05	-141.552
340.283502	9.470245e-05	-4.891095e-05	8.109422e-05	121.096
340.360769	9.762691e-05	8.872044e-05	4.073937e-05	24.664
340.438036	9.015214e-05	2.473539e-05	-8.669238e-05	-74.075
340.515303	9.188505e-05	-9.021545e-05	-1.743660e-05	-169.061
340.592570	8.585943e-05	-1.370154e-06	8.584850e-05	90.914
340.669837	8.555262e-05	8.543859e-05	-4.415626e-06	-2.959
340.747104	8.160964e-05	-1.960035e-05	-7.922095e-05	-103.897
340.824371	7.881410e-05	-7.527545e-05	2.335100e-05	162.766
340.901638	7.718906e-05	3.683110e-05	6.783525e-05	61.500
340.978904	7.192599e-05	6.094384e-05	-3.819944e-05	-32.079
341.056171	7.240523e-05	-4.932955e-05	-5.300106e-05	-132.945
341.133438	6.517184e-05	-4.389444e-05	4.817310e-05	132.339
341.210705	6.712091e-05	5.651998e-05	3.620371e-05	32.641
341.287972	5.881943e-05	2.569359e-05	-5.291091e-05	-64.099
341.365239	6.128368e-05	-5.826906e-05	-1.898436e-05	-161.954
341.442506	5.307757e-05	-7.900742e-06	5.248625e-05	98.560
341.519773	5.494782e-05	5.487540e-05	2.820115e-06	2.942
341.597040	4.805911e-05	-8.049177e-06	-4.738026e-05	-99.642
341.674307	4.829276e-05	-4.702647e-05	1.098645e-05	166.850
341.751574	4.376483e-05	2.094932e-05	3.842507e-05	61.401
341.828841	4.164645e-05	3.572770e-05	-2.139996e-05	-30.921
341.906107	4.010346e-05	-2.990317e-05	-2.672243e-05	-138.215
341.983374	3.552104e-05	-2.221040e-05	2.772079e-05	128.702
342.060641	3.695200e-05	3.437994e-05	1.354510e-05	21.504
342.137908	3.064166e-05	7.826262e-06	-2.962534e-05	-75.202
342.215175	3.424093e-05	-3.424017e-05	-2.290806e-07	-179.617
342.292442	2.784398e-05	6.063084e-06	2.717584e-05	77.423
342.369709	3.203655e-05	2.973047e-05	-1.193481e-05	-21.872
342.446976	2.763395e-05	-1.819303e-05	-2.080021e-05	-131.175
342.524243	3.058414e-05	-2.144922e-05	2.180185e-05	134.533
342.601510	2.970227e-05	2.749150e-05	1.124465e-05	22.246
342.678777	3.026137e-05	1.028662e-05	-2.845938e-05	-70.128
342.756044	3.316000e-05	-3.315628e-05	4.967037e-07	179.142
342.833310	3.140437e-05	2.655328e-06	3.129191e-05	85.150
342.910577	3.715882e-05	3.470905e-05	-1.326873e-05	-20.921
342.987844	3.409250e-05	-1.615620e-05	-3.002125e-05	-118.287
343.065111	4.115554e-05	-3.202280e-05	2.585186e-05	141.086
343.142378	3.808782e-05	2.897655e-05	2.471924e-05	40.467
343.219645	4.488503e-05	2.532154e-05	-3.706057e-05	-55.657
343.296912	4.296356e-05	-3.995545e-05	-1.579334e-05	-158.432
343.374179	4.827616e-05	-1.515317e-05	4.583633e-05	108.294
343.451446	4.826072e-05	4.809907e-05	3.946683e-06	4.691
343.528713	5.138141e-05	2.338607e-06	-5.132816e-05	-87.391
343.605980	5.357341e-05	-5.265388e-05	9.883318e-06	169.369
343.683247	5.431959e-05	1.209854e-05	5.295510e-05	77.131
343.760513	5.857653e-05	5.315935e-05	-2.460271e-05	-24.835
343.837780	5.722484e-05	-2.701556e-05	-5.044643e-05	-118.170
343.915047	6.303000e-05	-4.947708e-05	3.904867e-05	141.719
343.992314	6.020196e-05	4.124105e-05	4.385717e-05	46.761
344.069581	6.677682e-05	4.179457e-05	-5.208030e-05	-51.253
344.146848	6.329385e-05	-5.366497e-05	-3.355864e-05	-147.981
344.224115	6.973949e-05	-3.060434e-05	6.266555e-05	116.030
344.301382	6.646723e-05	6.332178e-05	2.020507e-05	17.697
344.378649	7.191441e-05	1.666061e-05	-6.995789e-05	-76.604
344.455916	6.961798e-05	-6.946050e-05	-4.679865e-06	-176.146
344.533183	7.336309e-05	-9.173418e-07	7.335735e-05	90.716
344.610450	7.259136e-05	7.159694e-05	-1.197433e-05	-9.495
344.687716	7.419871e-05	-1.554707e-05	-7.255162e-05	-102.095
344.764983	7.520936e-05	-6.954451e-05	2.863578e-05	157.620
344.842250	7.456742e-05	3.161258e-05	6.753477e-05	64.916
344.919517	7.729790e-05	6.342223e-05	-4.418808e-05	-34.866
344.996784	7.462469e-05	-4.620132e-05	-5.860276e-05	-128.252
345.074051	7.870968e-05	-5.363954e-05	5.760221e-05	132.960
345.151318	7.450903e-05	5.835616e-05	4.632659e-05	38.445
345.228585	7.934072e-05	4.086006e-05	-6.801034e-05	-59.003
345.305852	7.431715e-05	-6.730844e-05	-3.150577e-05	-154.917
345.383119	7.914059e-05	-2.594730e-05	7.476611e-05	109.139
345.460386	7.408627e-05	7.252992e-05	1.510584e-05	11.765
345.537653	7.811668e-05	9.896936e-06	-7.748720e-05	-82.721
345.614919	7.378805e-05	-7.376573e-05	1.814767e-06	178.591
345.692186	7.633289e-05	6.238967e-06	7.607750e-05	85.312
345.769453	7.333615e-05	7.104622e-05	-1.818313e-05	-14.356
345.846720	7.390306e-05	-2.143001e-05	-7.072776e-05	-106.856
345.923987	7.260485e-05	-6.467740e-05	3.298938e-05	152.976
346.001254	7.097905e-05	3.474190e-05	6.189528e-05	60.694
346.078521	7.145367e-05	5.521134e-05	-4.535785e-05	-39.404
346.155788	6.773359e-05	-4.540181e-05	-5.026446e-05	-132.090
346.233055	6.975221e-05	-4.339913e-05	5.460664e-05	128.476
346.310322	6.433842e-05	5.285022e-05	3.669178e-05	34.771
346.387589	6.740112e-05	3.013039e-05	-6.029155e-05	-63.447
