% MoM Surface Current Results - Generated: 2025-06-01 15:59:53
% Distance(m)	Magnitude(A/m)	Real(A/m)	Imag(A/m)	Phase(deg)
287.355664	2.834014e-03	-2.189126e-03	-1.799822e-03	-140.574
287.432931	2.831007e-03	-1.717073e-03	2.250836e-03	127.339
287.510198	2.828476e-03	2.309096e-03	1.633510e-03	35.277
287.587465	2.825578e-03	1.546708e-03	-2.364653e-03	-56.811
287.664732	2.822972e-03	-2.416535e-03	-1.459290e-03	-148.873
287.741999	2.820184e-03	-1.368901e-03	2.465674e-03	119.038
287.819266	2.817501e-03	2.510932e-03	1.278098e-03	26.977
287.896532	2.814825e-03	1.184607e-03	-2.553419e-03	-65.112
287.973799	2.812065e-03	-2.591841e-03	-1.090903e-03	-157.174
288.051066	2.809500e-03	-9.948088e-04	2.627479e-03	110.738
288.128333	2.806664e-03	2.658890e-03	8.987044e-04	18.675
288.205600	2.804206e-03	8.005170e-04	-2.687517e-03	-73.413
288.282867	2.801300e-03	-2.711779e-03	-7.025216e-04	-165.476
288.360134	2.798944e-03	-6.027604e-04	2.733271e-03	102.436
288.437401	2.795974e-03	2.750285e-03	5.033919e-04	10.372
288.514668	2.793713e-03	4.025828e-04	-2.764554e-03	-81.715
288.591935	2.790686e-03	-2.774257e-03	-3.023645e-04	-173.780
288.669202	2.788510e-03	-2.010365e-04	2.781253e-03	94.134
288.746469	2.785437e-03	2.783624e-03	1.004948e-04	2.068
288.823735	2.783335e-03	-8.221964e-07	-2.783335e-03	-90.017
288.901002	2.780229e-03	-2.778388e-03	1.011612e-04	177.915
288.978269	2.778187e-03	2.019396e-04	2.770838e-03	85.832
289.055536	2.775063e-03	2.758630e-03	-3.015517e-04	-6.238
289.132803	2.773064e-03	-4.012694e-04	-2.743878e-03	-98.320
289.210070	2.769939e-03	-2.724505e-03	4.996351e-04	169.608
289.287337	2.767964e-03	5.977787e-04	2.702644e-03	77.528
289.364604	2.764862e-03	2.676246e-03	-6.943845e-04	-14.545
289.441871	2.762883e-03	-7.904538e-04	-2.647396e-03	-106.624
289.519138	2.759837e-03	-2.614163e-03	8.847920e-04	161.301
289.596405	2.757809e-03	9.783079e-04	2.578454e-03	69.222
289.673672	2.754889e-03	2.538660e-03	-1.069869e-03	-22.852
289.750938	2.752688e-03	-1.160397e-03	-2.496151e-03	-114.933
289.828205	2.750171e-03	-2.450380e-03	1.248631e-03	152.998
289.905472	2.746735e-03	1.335932e-03	2.399967e-03	60.898
289.982739	2.748954e-03	2.356105e-03	-1.416163e-03	-31.008
290.060006	2.764269e-03	-1.489559e-03	-2.328604e-03	-122.606
290.137273	2.774861e-03	-2.292559e-03	1.563338e-03	145.709
290.214540	2.782495e-03	1.637093e-03	2.249935e-03	53.960
290.291807	2.787268e-03	2.201277e-03	-1.709749e-03	-37.837
290.369074	2.792071e-03	-1.781016e-03	-2.150265e-03	-129.634
290.446341	2.795186e-03	-2.094644e-03	1.850819e-03	138.536
290.523608	2.798713e-03	1.918795e-03	2.037406e-03	46.717
290.600875	2.800975e-03	1.976052e-03	-1.985115e-03	-45.131
290.678141	2.803704e-03	-2.049270e-03	-1.913439e-03	-136.963
290.755408	2.805445e-03	-1.847023e-03	2.111641e-03	131.176
290.832675	2.807597e-03	2.171553e-03	1.779595e-03	39.335
290.909942	2.808994e-03	1.708618e-03	-2.229589e-03	-52.536
290.987209	2.810694e-03	-2.284902e-03	-1.636833e-03	-144.383
291.064476	2.811853e-03	-1.561736e-03	2.338269e-03	123.739
291.141743	2.813180e-03	2.388671e-03	1.486011e-03	31.886
291.219010	2.814174e-03	1.407210e-03	-2.437076e-03	-59.997
291.296277	2.815179e-03	-2.482294e-03	-1.327950e-03	-151.855
291.373544	2.816058e-03	-1.245853e-03	2.525477e-03	116.258
291.450811	2.816782e-03	2.565272e-03	1.163461e-03	24.396
291.528078	2.817580e-03	1.078475e-03	-2.603008e-03	-67.495
291.605344	2.818052e-03	-2.637170e-03	-9.933541e-04	-159.360
291.682611	2.818795e-03	-9.058927e-04	2.669263e-03	108.746
291.759878	2.819041e-03	2.697616e-03	8.184508e-04	16.878
291.837145	2.819746e-03	7.289298e-04	-2.723900e-03	-75.018
291.914412	2.819788e-03	-2.746296e-03	-6.395803e-04	-166.890
291.991679	2.820468e-03	-5.484207e-04	2.766636e-03	101.212
292.068946	2.820325e-03	2.782958e-03	4.575814e-04	9.337
292.146213	2.820987e-03	3.652082e-04	-2.797247e-03	-82.562
292.223480	2.820679e-03	-2.807407e-03	-2.733007e-04	-174.440
292.300747	2.821326e-03	-1.801418e-04	2.815569e-03	93.661
292.378014	2.820871e-03	2.819511e-03	8.759027e-05	1.779
292.455281	2.821504e-03	-5.924864e-06	-2.821498e-03	-90.120
292.532548	2.820920e-03	-2.819193e-03	9.869515e-05	177.995
292.609814	2.821537e-03	1.921369e-04	2.814987e-03	86.095
292.687081	2.820841e-03	2.806437e-03	-2.847011e-04	-5.793
292.764348	2.821437e-03	-3.776415e-04	-2.796050e-03	-97.692
292.841615	2.820649e-03	-2.781287e-03	4.695769e-04	170.417
292.918882	2.821218e-03	5.615912e-04	2.764757e-03	78.518
292.996149	2.820353e-03	2.743841e-03	-6.524789e-04	-13.376
293.073416	2.820888e-03	-7.431475e-04	-2.721239e-03	-105.275
293.150683	2.819965e-03	-2.694258e-03	8.325740e-04	162.828
293.227950	2.820457e-03	9.214842e-04	2.665679e-03	70.931
293.305217	2.819494e-03	2.632751e-03	-1.009043e-03	-20.970
293.382484	2.819934e-03	-1.095791e-03	-2.598321e-03	-112.867
293.459751	2.818946e-03	-2.559589e-03	1.181086e-03	155.230
293.537017	2.819325e-03	1.265277e-03	2.519458e-03	63.334
293.614284	2.818329e-03	2.475094e-03	-1.347921e-03	-28.572
293.691551	2.818637e-03	-1.429173e-03	-2.429440e-03	-120.467
293.768818	2.817649e-03	-2.379641e-03	1.508793e-03	147.624
293.846085	2.817876e-03	1.586739e-03	2.328666e-03	55.730
293.923352	2.816910e-03	2.273653e-03	-1.662974e-03	-36.182
294.000619	2.817048e-03	-1.737261e-03	-2.217586e-03	-128.075
294.077886	2.816117e-03	-2.157605e-03	1.809768e-03	140.011
294.155153	2.816158e-03	1.880059e-03	2.096693e-03	48.118
294.232420	2.815274e-03	2.032013e-03	-1.948510e-03	-43.798
294.309687	2.815210e-03	-2.014489e-03	-1.966531e-03	-135.690
294.386954	2.814385e-03	-1.897440e-03	2.078577e-03	132.392
294.464220	2.814210e-03	2.139945e-03	1.827680e-03	40.500
294.541487	2.813451e-03	1.754489e-03	-2.199381e-03	-51.420
294.618754	2.813162e-03	-2.255862e-03	-1.680763e-03	-143.312
294.696021	2.812477e-03	-1.603800e-03	2.310379e-03	124.767
294.773288	2.812069e-03	2.361719e-03	1.526439e-03	32.876
294.850555	2.811464e-03	1.446049e-03	-2.411072e-03	-59.047
294.927822	2.810935e-03	-2.457039e-03	-1.365399e-03	-150.939
295.005089	2.810413e-03	-1.281944e-03	2.501008e-03	117.138
295.082356	2.809765e-03	2.541397e-03	1.198367e-03	25.246
295.159623	2.809327e-03	1.112222e-03	-2.579784e-03	-66.678
295.236890	2.808562e-03	-2.614413e-03	-1.026091e-03	-158.571
295.314157	2.808208e-03	-9.376424e-04	2.647047e-03	109.505
295.391423	2.807328e-03	2.675762e-03	8.493457e-04	17.611
295.468690	2.807056e-03	7.589904e-04	-2.702498e-03	-74.313
295.545957	2.806067e-03	-2.725171e-03	-6.689231e-04	-166.209
295.623224	2.805873e-03	-5.770672e-04	2.745890e-03	101.868
295.700491	2.804782e-03	2.762420e-03	4.856330e-04	9.971
295.777758	2.804659e-03	3.926891e-04	-2.777032e-03	-81.951
295.855025	2.803475e-03	-2.787346e-03	-3.002976e-04	-173.851
295.932292	2.803416e-03	-2.066831e-04	2.795786e-03	94.228
296.009559	2.802150e-03	2.799840e-03	1.137482e-04	2.326
296.086826	2.802144e-03	1.988341e-05	-2.802074e-03	-89.593
296.164093	2.800807e-03	-2.799851e-03	7.317864e-05	178.503
296.241360	2.800845e-03	1.668726e-04	2.795870e-03	86.584
296.318626	2.799450e-03	2.787383e-03	-2.596452e-04	-5.322
296.395893	2.799520e-03	-3.527478e-04	-2.777207e-03	-97.239
296.473160	2.798079e-03	-2.762496e-03	4.448158e-04	170.853
296.550427	2.798169e-03	5.369096e-04	2.746175e-03	78.938
296.627694	2.796698e-03	2.725309e-03	-6.278613e-04	-12.974
296.704961	2.796793e-03	-7.185335e-04	-2.702917e-03	-104.887
296.782228	2.795306e-03	-2.675992e-03	8.079622e-04	163.199
296.859495	2.795393e-03	8.968065e-04	2.647633e-03	71.288
296.936762	2.793906e-03	2.614773e-03	-9.843128e-04	-20.628
297.014029	2.793970e-03	-1.070931e-03	-2.580577e-03	-112.538
297.091296	2.792498e-03	-2.541932e-03	1.156124e-03	155.543
297.168563	2.792526e-03	1.240130e-03	2.502055e-03	63.635
297.245829	2.791083e-03	2.457803e-03	-1.322630e-03	-28.286
297.323096	2.791062e-03	-1.403646e-03	-2.412427e-03	-120.193
297.400363	2.789661e-03	-2.362768e-03	1.483085e-03	147.884
297.477630	2.789578e-03	1.560750e-03	2.312100e-03	55.979
297.554897	2.788234e-03	2.257260e-03	-1.636774e-03	-35.946
297.632164	2.788076e-03	-1.710742e-03	-2.201530e-03	-127.850
297.709431	2.786802e-03	-2.141758e-03	1.783013e-03	140.223
297.786698	2.786558e-03	1.852953e-03	2.081219e-03	48.321
297.863965	2.785364e-03	2.016788e-03	-1.921150e-03	-43.609
297.941232	2.785025e-03	-1.986751e-03	-1.951713e-03	-135.510
298.018499	2.783920e-03	-1.882914e-03	2.050571e-03	132.559
298.095766	2.783478e-03	2.111542e-03	1.813599e-03	40.659
298.173032	2.782470e-03	1.740745e-03	-2.170702e-03	-51.273
298.250299	2.781919e-03	-2.226772e-03	-1.667502e-03	-143.173
298.327566	2.781014e-03	-1.590922e-03	2.281010e-03	124.894
298.404833	2.780350e-03	2.331930e-03	1.514083e-03	32.995
298.482100	2.779552e-03	1.434123e-03	-2.381008e-03	-58.939
298.559367	2.778772e-03	-2.426554e-03	-1.354035e-03	-150.838
298.636634	2.778082e-03	-1.271057e-03	2.470253e-03	117.228
298.713901	2.777187e-03	2.510225e-03	1.188082e-03	25.328
298.791168	2.776604e-03	1.102460e-03	-2.548355e-03	-66.606
298.868435	2.775596e-03	-2.582577e-03	-1.016972e-03	-158.506
298.945702	2.775117e-03	-9.290929e-04	2.614969e-03	109.560
299.022969	2.774002e-03	2.643294e-03	8.414767e-04	17.659
299.100235	2.773621e-03	7.517362e-04	-2.669807e-03	-74.274
299.177502	2.772405e-03	-2.692113e-03	-6.623879e-04	-166.177
299.254769	2.772114e-03	-5.711891e-04	2.712630e-03	101.891
299.332036	2.770809e-03	2.728825e-03	4.805122e-04	9.987
299.409303	2.770595e-03	3.882641e-04	-2.743255e-03	-81.944
299.486570	2.769214e-03	-2.753277e-03	-2.966685e-04	-173.850
299.563837	2.769064e-03	-2.037846e-04	2.761555e-03	94.220
299.641104	2.767621e-03	2.765367e-03	1.116813e-04	2.313
299.718371	2.767528e-03	1.858902e-05	-2.767466e-03	-89.615
299.795638	2.765980e-03	-2.764999e-03	7.364858e-05	178.474
299.872905	2.766425e-03	1.661837e-04	2.761429e-03	86.556
299.950172	2.762641e-03	2.750087e-03	-2.630724e-04	-5.464
300.027438	2.741176e-03	-3.822784e-04	-2.714389e-03	-98.016
300.104705	2.709109e-03	-2.661077e-03	5.078783e-04	169.195
300.181972	2.690344e-03	6.210842e-04	2.617671e-03	76.652
300.259239	2.674050e-03	2.572822e-03	-7.287859e-04	-15.815
300.336506	2.661888e-03	-8.330652e-04	-2.528172e-03	-108.238
300.413773	2.649348e-03	-2.479280e-03	9.339241e-04	159.359
300.491040	2.639687e-03	1.031939e-03	2.429619e-03	66.987
300.568307	2.629069e-03	2.375259e-03	-1.127009e-03	-25.383
300.645574	2.620817e-03	-1.219229e-03	-2.319949e-03	-117.724
300.722841	2.611454e-03	-2.259880e-03	1.308677e-03	149.925
300.800108	2.604112e-03	1.395095e-03	2.198889e-03	57.607
300.877375	2.595675e-03	2.133224e-03	-1.478812e-03	-34.731
300.954641	2.588960e-03	-1.559256e-03	-2.066745e-03	-127.033
301.031908	2.581262e-03	-1.995758e-03	1.637029e-03	140.640
301.109175	2.574994e-03	1.711261e-03	1.924105e-03	48.351
301.186442	2.567917e-03	1.848158e-03	-1.782838e-03	-43.969
301.263709	2.561972e-03	-1.850602e-03	-1.771715e-03	-136.248
301.340976	2.555438e-03	-1.691230e-03	1.915725e-03	131.439
301.418243	2.549727e-03	1.976771e-03	1.610430e-03	39.169
301.495510	2.543678e-03	1.525873e-03	-2.035193e-03	-53.140
301.572777	2.538136e-03	-2.089286e-03	-1.441188e-03	-145.402
301.650044	2.532528e-03	-1.353053e-03	2.140781e-03	122.294
301.727311	2.527107e-03	2.187713e-03	1.264982e-03	30.037
301.804578	2.521903e-03	1.173793e-03	-2.232085e-03	-62.261
301.881844	2.516567e-03	-2.271680e-03	-1.082858e-03	-154.514
301.959111	2.511735e-03	-9.891543e-04	2.308763e-03	113.192
302.036378	2.506460e-03	2.340879e-03	8.958955e-04	20.943
302.113645	2.501970e-03	8.002331e-04	-2.370544e-03	-71.347
302.190912	2.496739e-03	-2.395078e-03	-7.052019e-04	-163.594
302.268179	2.492562e-03	-6.081472e-04	2.417235e-03	104.122
302.345446	2.487367e-03	2.434121e-03	5.119046e-04	11.876
302.422713	2.483474e-03	4.140299e-04	-2.448718e-03	-80.403
302.499980	2.478311e-03	-2.457935e-03	-3.171418e-04	-172.648
302.577247	2.474673e-03	-2.190221e-04	2.464962e-03	95.078
302.654514	2.469545e-03	2.466527e-03	1.220558e-04	2.833
302.731781	2.466132e-03	2.426490e-05	-2.466013e-03	-89.436
302.809047	2.461045e-03	-2.459986e-03	7.221478e-05	178.319
302.886314	2.457827e-03	1.691076e-04	2.452003e-03	86.055
302.963581	2.452793e-03	2.438485e-03	-2.645414e-04	-6.192
303.040848	2.449738e-03	-3.599751e-04	-2.423146e-03	-98.450
303.118115	2.444769e-03	-2.402280e-03	4.538127e-04	169.302
303.195382	2.441847e-03	5.472375e-04	2.379737e-03	77.050
303.272649	2.436959e-03	2.351707e-03	-6.389410e-04	-15.200
303.349916	2.434138e-03	-7.298218e-04	-2.322152e-03	-107.447
303.427183	2.429349e-03	-2.287179e-03	8.188687e-04	160.301
303.504450	2.426598e-03	9.066879e-04	2.250843e-03	68.059
303.581717	2.421925e-03	2.209189e-03	-9.925741e-04	-24.194
303.658984	2.419215e-03	-1.076835e-03	-2.166339e-03	-116.431
303.736250	2.414675e-03	-2.118300e-03	1.159077e-03	151.314
303.813517	2.411978e-03	1.239307e-03	2.069240e-03	59.082
303.890784	2.407590e-03	2.015148e-03	-1.317447e-03	-33.176
303.968051	2.404878e-03	-1.393197e-03	-1.960215e-03	-125.403
304.045318	2.400658e-03	-1.900434e-03	1.466802e-03	142.338
304.122585	2.397909e-03	1.537655e-03	1.839995e-03	50.115
304.199852	2.393870e-03	1.774921e-03	-1.606321e-03	-42.145
304.277119	2.391061e-03	-1.671890e-03	-1.709374e-03	-134.365
304.354386	2.387217e-03	-1.639430e-03	1.735245e-03	133.374
304.431653	2.384331e-03	1.795174e-03	1.569199e-03	41.157
304.508920	2.380690e-03	1.494834e-03	-1.852878e-03	-51.105
304.586187	2.377713e-03	-1.906848e-03	-1.420369e-03	-143.318
304.663453	2.374282e-03	-1.342054e-03	1.958598e-03	124.419
304.740720	2.371201e-03	2.006325e-03	1.263825e-03	32.208
304.817987	2.367984e-03	1.182053e-03	-2.051852e-03	-60.054
304.895254	2.364793e-03	-2.093092e-03	-1.100550e-03	-152.265
304.972521	2.361789e-03	-1.015829e-03	2.132167e-03	115.475
305.049788	2.358485e-03	2.166715e-03	9.315574e-04	23.265
305.127055	2.355689e-03	8.444115e-04	-2.199146e-03	-68.995
305.204322	2.352274e-03	-2.226835e-03	-7.578898e-04	-161.204
305.281589	2.349679e-03	-6.688534e-04	2.252472e-03	106.538
305.358856	2.346157e-03	2.273179e-03	5.806102e-04	14.328
305.436123	2.343752e-03	4.902258e-04	-2.291911e-03	-77.927
305.513390	2.340131e-03	-2.305554e-03	-4.007965e-04	-170.138
305.590656	2.337903e-03	-3.096114e-04	2.317311e-03	97.610
305.667923	2.334196e-03	2.323849e-03	2.195351e-04	5.397
305.745190	2.332125e-03	1.280982e-04	-2.328604e-03	-86.851
305.822457	2.328347e-03	-2.328039e-03	-3.791468e-05	-179.067
305.899724	2.326413e-03	5.322688e-05	2.325804e-03	88.689
305.976991	2.322584e-03	2.318179e-03	-1.429803e-04	-3.529
306.054258	2.320764e-03	-2.332840e-04	-2.309009e-03	-95.769
306.131525	2.316904e-03	-2.294409e-03	3.220757e-04	172.009
306.208792	2.315173e-03	4.110071e-04	2.278398e-03	79.774
306.286059	2.311304e-03	2.256947e-03	-4.983142e-04	-12.451
306.363326	2.309636e-03	-5.853496e-04	-2.234230e-03	-104.681
306.440593	2.305783e-03	-2.206094e-03	6.706608e-04	163.091
306.517859	2.304150e-03	7.552907e-04	2.176842e-03	70.865
306.595126	2.300338e-03	2.142225e-03	-8.381094e-04	-21.367
306.672393	2.298712e-03	-9.198412e-04	-2.106649e-03	-113.588
306.749660	2.294966e-03	-2.065791e-03	9.996881e-04	154.176
306.826927	2.293321e-03	1.078049e-03	2.024137e-03	61.960
306.904194	2.289664e-03	1.977315e-03	-1.154465e-03	-30.279
306.981461	2.287974e-03	-1.229004e-03	-1.929864e-03	-122.490
307.058728	2.284430e-03	-1.877388e-03	1.301552e-03	145.267
307.135995	2.282671e-03	1.371845e-03	1.824453e-03	53.060
307.213262	2.279261e-03	1.766664e-03	-1.440114e-03	-39.186
307.290529	2.277409e-03	-1.505761e-03	-1.708589e-03	-131.389
307.367796	2.274152e-03	-1.645860e-03	1.569367e-03	136.363
307.445062	2.272189e-03	1.630000e-03	1.583017e-03	44.162
307.522329	2.269101e-03	1.515747e-03	-1.688588e-03	-48.088
307.599596	2.267010e-03	-1.743871e-03	-1.448534e-03	-140.286
307.676863	2.264103e-03	-1.377148e-03	1.797116e-03	127.463
307.754130	2.261873e-03	1.846745e-03	1.305987e-03	35.267
307.831397	2.259156e-03	1.230931e-03	-1.894359e-03	-56.985
307.908664	2.256779e-03	-1.938066e-03	-1.156266e-03	-149.179
307.985931	2.254255e-03	-1.078004e-03	1.979790e-03	118.568
308.063198	2.251727e-03	2.017344e-03	1.000297e-03	26.374
308.140465	2.249396e-03	9.193139e-04	-2.052959e-03	-65.877
308.217732	2.246718e-03	-2.084167e-03	-8.390408e-04	-158.071
308.294999	2.244575e-03	-7.558325e-04	2.113488e-03	109.678
308.372265	2.241755e-03	2.138196e-03	6.734845e-04	17.483
308.449532	2.239788e-03	5.885579e-04	-2.161076e-03	-74.765
308.526799	2.236838e-03	-2.179171e-03	-5.046352e-04	-166.962
308.604066	2.235031e-03	-4.185046e-04	2.195500e-03	100.792
308.681333	2.231969e-03	2.206910e-03	3.335151e-04	8.594
308.758600	2.230300e-03	2.466992e-04	-2.216614e-03	-83.649
308.835867	2.227150e-03	-2.221312e-03	-1.611553e-04	-175.850
308.913134	2.225589e-03	-7.417293e-05	2.224353e-03	91.910
308.990401	2.222384e-03	2.222355e-03	-1.141022e-05	-0.294
309.067668	2.220893e-03	-9.804386e-05	-2.218728e-03	-92.530
309.144935	2.217677e-03	-2.210101e-03	1.831502e-04	175.263
309.222202	2.216204e-03	2.689290e-04	2.199827e-03	83.030
309.299468	2.213035e-03	2.184694e-03	-3.530409e-04	-9.179
309.376735	2.211507e-03	-4.374761e-04	-2.167805e-03	-101.409
309.454002	2.208479e-03	-2.146371e-03	5.200687e-04	166.380
309.531269	2.206769e-03	6.027068e-04	2.122869e-03	74.150
309.608536	2.204063e-03	2.095495e-03	-6.832245e-04	-18.058
309.685803	2.201881e-03	-7.637004e-04	-2.065197e-03	-110.294
309.763070	2.200024e-03	-2.032746e-03	8.414558e-04	157.513
309.840337	2.196173e-03	9.196936e-04	1.994326e-03	65.243
309.917604	2.199703e-03	1.962750e-03	-9.931303e-04	-26.839
309.994871	2.175292e-03	-1.086037e-03	-1.884786e-03	-119.951
310.072138	2.110561e-03	-1.741412e-03	1.192457e-03	145.598
310.149405	2.070813e-03	1.280204e-03	1.627680e-03	51.814
310.226671	2.039858e-03	1.520998e-03	-1.359259e-03	-41.786
310.303938	2.015689e-03	-1.430295e-03	-1.420302e-03	-135.201
310.381205	1.993185e-03	-1.317554e-03	1.495607e-03	131.378
310.458472	1.974007e-03	1.553580e-03	1.217823e-03	38.092
310.535739	1.955630e-03	1.114945e-03	-1.606669e-03	-55.241
310.613006	1.939071e-03	-1.652513e-03	-1.014494e-03	-148.454
310.690273	1.923362e-03	-9.108853e-04	1.693992e-03	118.268
310.767540	1.908420e-03	1.728157e-03	8.096533e-04	25.103
310.844807	1.894663e-03	7.056079e-04	-1.758370e-03	-68.135
310.922074	1.880809e-03	-1.781163e-03	-6.040719e-04	-161.266
310.999341	1.868581e-03	-5.002254e-04	1.800380e-03	105.528
311.076608	1.855510e-03	1.812084e-03	3.990882e-04	12.420
311.153874	1.844524e-03	2.962253e-04	-1.820582e-03	-80.758
311.231141	1.832051e-03	-1.821505e-03	-1.962897e-04	-173.849
311.308408	1.822091e-03	-9.525843e-05	1.819599e-03	92.997
311.385675	1.810105e-03	1.810103e-03	-2.633721e-06	-0.083
311.462942	1.800997e-03	-1.009677e-04	-1.798165e-03	-93.214
311.540209	1.789437e-03	-1.778673e-03	1.959707e-04	173.713
311.617476	1.781031e-03	2.907521e-04	1.757139e-03	80.604
311.694743	1.769868e-03	1.728143e-03	-3.820389e-04	-12.466
311.772010	1.762032e-03	-4.724422e-04	-1.697514e-03	-105.553
311.849277	1.751261e-03	-1.659574e-03	5.592210e-04	161.378
311.926544	1.743872e-03	6.444643e-04	1.620418e-03	68.312
312.003811	1.733504e-03	1.574158e-03	-7.259909e-04	-24.759
312.081077	1.726452e-03	-8.053475e-04	-1.527106e-03	-117.806
312.158344	1.716507e-03	-1.473210e-03	8.809349e-04	149.122
312.235611	1.709691e-03	9.537419e-04	1.418950e-03	56.093
312.312878	1.700193e-03	1.358161e-03	-1.022769e-03	-36.982
312.390145	1.693523e-03	-1.088435e-03	-1.297432e-03	-129.994
312.467412	1.684499e-03	-1.230540e-03	1.150352e-03	136.929
312.544679	1.677895e-03	1.208362e-03	1.164127e-03	43.932
312.621946	1.669368e-03	1.091965e-03	-1.262697e-03	-49.147
312.699213	1.662763e-03	-1.312620e-03	-1.020691e-03	-142.131
312.776480	1.654751e-03	-9.441231e-04	1.358982e-03	124.789
312.853747	1.648090e-03	1.400471e-03	8.688402e-04	31.815
312.931014	1.640604e-03	7.887599e-04	-1.438554e-03	-61.264
313.008280	1.633847e-03	-1.471350e-03	-7.103420e-04	-154.230
313.085547	1.626887e-03	-6.276578e-04	1.500935e-03	112.694
313.162814	1.620009e-03	1.524870e-03	5.469921e-04	19.734
313.240081	1.613566e-03	4.626209e-04	-1.545826e-03	-73.339
313.317348	1.606555e-03	-1.560822e-03	-3.805990e-04	-166.296
313.394615	1.600609e-03	-2.954575e-04	1.573103e-03	100.637
313.471882	1.593467e-03	1.579171e-03	2.129671e-04	7.681
313.549149	1.587986e-03	1.279627e-04	-1.582822e-03	-85.378
313.626416	1.580730e-03	-1.580064e-03	-4.587906e-05	-178.337
313.703683	1.575673e-03	3.809859e-05	1.575213e-03	88.614
313.780950	1.568330e-03	1.563815e-03	-1.189209e-04	-4.349
313.858217	1.563647e-03	-2.010083e-04	-1.550673e-03	-97.386
313.935483	1.556255e-03	-1.530906e-03	2.797432e-04	169.645
314.012750	1.551887e-03	3.591110e-04	1.509766e-03	76.620
314.090017	1.544494e-03	1.481979e-03	-4.349689e-04	-16.357
314.167284	1.540375e-03	-5.108293e-04	-1.453207e-03	-109.368
314.244551	1.533035e-03	-1.417827e-03	5.830638e-04	157.646
314.321818	1.529097e-03	6.546778e-04	1.381860e-03	64.650
314.399085	1.521868e-03	1.339381e-03	-7.225926e-04	-28.347
314.476352	1.518040e-03	-7.892764e-04	-1.296723e-03	-121.328
314.553619	1.510981e-03	-1.247704e-03	8.522314e-04	145.665
314.630886	1.507194e-03	9.133625e-04	1.198917e-03	52.699
314.708153	1.500364e-03	1.143976e-03	-9.707790e-04	-40.318
314.785420	1.496549e-03	-1.025801e-03	-1.089675e-03	-133.271
314.862686	1.490005e-03	-1.029478e-03	1.077167e-03	133.703
314.939953	1.486101e-03	1.125595e-03	9.703260e-04	40.763
315.017220	1.479891e-03	9.055830e-04	-1.170469e-03	-52.271
315.094487	1.475845e-03	-1.211892e-03	-8.422797e-04	-145.200
315.171754	1.470011e-03	-7.737371e-04	1.249905e-03	121.759
315.249021	1.465777e-03	1.283991e-03	7.070139e-04	28.839
315.326288	1.460352e-03	6.354453e-04	-1.314852e-03	-64.206
315.403555	1.455896e-03	-1.341348e-03	-5.660571e-04	-157.120
315.480822	1.450901e-03	-4.922556e-04	1.364843e-03	109.833
315.558089	1.446203e-03	1.383577e-03	4.209727e-04	16.923
315.635356	1.441645e-03	3.457430e-04	-1.399572e-03	-76.124
315.712623	1.436697e-03	-1.410455e-03	-2.733429e-04	-169.032
315.789889	1.432573e-03	-1.974927e-04	1.418895e-03	97.924
315.867156	1.427380e-03	1.421918e-03	1.247529e-04	5.014
315.944423	1.423672e-03	4.908506e-05	-1.422826e-03	-88.024
316.021690	1.418252e-03	-1.418062e-03	2.322552e-05	179.062
316.098957	1.414931e-03	9.792117e-05	1.411538e-03	86.032
316.176224	1.409315e-03	1.399140e-03	-1.690495e-04	-6.889
316.253491	1.406338e-03	-2.420037e-04	-1.385360e-03	-99.909
316.330758	1.400570e-03	-1.365554e-03	3.112201e-04	167.161
316.408025	1.397886e-03	3.816915e-04	1.344766e-03	74.154
316.485292	1.392016e-03	1.317854e-03	-4.482968e-04	-18.787
316.562559	1.389564e-03	-5.155795e-04	-1.290375e-03	-111.780
316.639826	1.383653e-03	-1.256725e-03	5.789113e-04	155.267
316.717093	1.381367e-03	6.423410e-04	1.222936e-03	62.290
316.794359	1.375480e-03	1.182983e-03	-7.017804e-04	-30.678
316.871626	1.373288e-03	-7.607408e-04	-1.143325e-03	-123.639
316.948893	1.367494e-03	-1.097562e-03	8.157178e-04	143.380
317.026160	1.365322e-03	8.696462e-04	1.052531e-03	50.435
317.103427	1.359691e-03	1.001505e-03	-9.196447e-04	-42.560
317.180694	1.357469e-03	-9.680369e-04	-9.516436e-04	-135.489
317.257961	1.352066e-03	-8.959488e-04	1.012600e-03	131.502
317.335228	1.349725e-03	1.055014e-03	8.418445e-04	38.588
317.412495	1.344614e-03	7.821152e-04	-1.093747e-03	-54.432
317.489762	1.342091e-03	-1.129808e-03	-7.243904e-04	-147.334
317.567029	1.337326e-03	-6.612953e-04	1.162381e-03	119.636
317.644296	1.334569e-03	1.191785e-03	6.006015e-04	26.746
317.721562	1.330196e-03	5.348359e-04	-1.217937e-03	-66.292
317.798829	1.327160e-03	-1.240449e-03	-4.718467e-04	-159.174
317.876096	1.323213e-03	-4.041253e-04	1.259991e-03	107.783
317.953363	1.319869e-03	1.275450e-03	3.395291e-04	14.907
318.030630	1.316369e-03	2.705788e-04	-1.288261e-03	-78.138
318.107897	1.312698e-03	-1.296581e-03	-2.050716e-04	-171.012
318.185164	1.309654e-03	-1.356235e-04	1.302612e-03	95.944
318.262431	1.305653e-03	1.303781e-03	6.990153e-05	3.069
318.339698	1.303056e-03	6.842263e-07	-1.303056e-03	-89.970
318.416965	1.298738e-03	-1.297133e-03	6.456304e-05	177.151
